timestamp_ms,a1x,a1y,a1z,g1x,g1y,g1z
5,-0.325,9.586,1.498,0.0122,0.0012,0.0195
10,-0.340,9.624,1.512,0.0122,0.0012,0.0208
15,-0.321,9.619,1.507,0.0110,0.0024,0.0208
20,-0.345,9.614,1.484,0.0134,0.0012,0.0171
25,-0.325,9.590,1.527,0.0122,0.0024,0.0171
30,-0.301,9.610,1.507,0.0147,0.0024,0.0183
35,-0.287,9.581,1.517,0.0159,0.0012,0.0171
40,-0.297,9.605,1.527,0.0134,0.0037,0.0159
45,-0.282,9.600,1.503,0.0147,0.0012,0.0134
50,-0.335,9.581,1.512,0.0122,0.0024,0.0134
55,-0.292,9.586,1.503,0.0159,0.0037,0.0134
60,-0.306,9.605,1.464,0.0147,0.0061,0.0122
65,-0.311,9.614,1.488,0.0147,0.0049,0.0110
70,-0.321,9.605,1.474,0.0159,0.0049,0.0098
75,-0.311,9.610,1.460,0.0147,0.0061,0.0073
80,-0.287,9.614,1.455,0.0147,0.0061,0.0073
85,-0.301,9.643,1.488,0.0134,0.0073,0.0061
90,-0.301,9.634,1.460,0.0134,0.0073,0.0061
95,-0.297,9.610,1.488,0.0122,0.0073,0.0024
100,-0.316,9.590,1.493,0.0134,0.0086,0.0037
105,-0.325,9.600,1.469,0.0122,0.0061,0.0024
110,-0.321,9.634,1.531,0.0098,0.0049,0.0012
115,-0.297,9.624,1.503,0.0122,0.0061,0.0012
120,-0.292,9.619,1.531,0.0110,0.0049,-0.0012
125,-0.354,9.600,1.531,0.0110,0.0049,-0.0024
130,-0.325,9.595,1.527,0.0110,0.0049,-0.0012
135,-0.292,9.576,1.527,0.0110,0.0073,-0.0037
140,-0.282,9.595,1.546,0.0134,0.0073,-0.0037
145,-0.335,9.595,1.536,0.0134,0.0061,-0.0037
150,-0.273,9.600,1.527,0.0159,0.0073,-0.0049
155,-0.306,9.605,1.522,0.0147,0.0073,-0.0073
160,-0.311,9.624,1.546,0.0110,0.0073,-0.0110
165,-0.325,9.586,1.527,0.0159,0.0073,-0.0098
170,-0.345,9.629,1.503,0.0159,0.0061,-0.0086
175,-0.330,9.605,1.493,0.0159,0.0073,-0.0110
180,-0.311,9.614,1.512,0.0134,0.0098,-0.0110
185,-0.287,9.576,1.531,0.0122,0.0098,-0.0134
190,-0.321,9.610,1.512,0.0122,0.0098,-0.0147
195,-0.321,9.586,1.522,0.0122,0.0098,-0.0147
200,-0.321,9.586,1.503,0.0110,0.0098,-0.0171
205,-0.340,9.571,1.498,0.0073,0.0086,-0.0183
210,-0.321,9.605,1.541,0.0098,0.0098,-0.0171
215,-0.335,9.576,1.531,0.0134,0.0086,-0.0159
220,-0.335,9.595,1.536,0.0122,0.0086,-0.0195
225,-0.330,9.605,1.527,0.0134,0.0098,-0.0183
230,-0.301,9.567,1.527,0.0134,0.0086,-0.0195
235,-0.306,9.600,1.512,0.0134,0.0086,-0.0195
240,-0.278,9.581,1.541,0.0147,0.0086,-0.0195
245,-0.321,9.595,1.531,0.0147,0.0098,-0.0220
250,-0.335,9.624,1.522,0.0159,0.0098,-0.0232
255,-0.316,9.600,1.507,0.0171,0.0110,-0.0208
260,-0.330,9.619,1.464,0.0171,0.0110,-0.0220
265,-0.359,9.629,1.474,0.0147,0.0098,-0.0232
270,-0.335,9.648,1.498,0.0159,0.0110,-0.0220
275,-0.297,9.648,1.469,0.0122,0.0098,-0.0232
280,-0.282,9.643,1.503,0.0134,0.0098,-0.0232
285,-0.340,9.638,1.474,0.0134,0.0098,-0.0244
290,-0.364,9.653,1.440,0.0122,0.0110,-0.0257
295,-0.464,9.610,1.507,0.0122,0.0086,-0.0220
300,-0.287,9.600,1.555,0.0147,0.0122,-0.0159
305,-0.239,9.643,1.450,0.0147,0.0110,-0.0244
310,-0.455,9.590,1.522,0.0098,0.0073,-0.0269
315,-0.435,9.634,1.546,0.0134,0.0110,-0.0171
320,-0.220,9.605,1.412,0.0183,0.0110,-0.0134
325,-0.311,9.705,1.555,0.0110,0.0061,-0.0244
330,-0.388,9.657,1.474,0.0159,0.0086,-0.0244
335,-0.431,9.629,1.464,0.0134,0.0110,-0.0195
340,-0.378,9.748,1.455,0.0147,0.0098,-0.0159
345,-0.354,9.729,1.531,0.0110,0.0098,-0.0147
350,-0.335,9.605,1.503,0.0147,0.0098,-0.0147
355,-0.258,9.576,1.522,0.0147,0.0098,-0.0183
360,-0.479,9.629,1.460,0.0147,0.0049,-0.0195
365,-0.440,9.624,1.498,0.0134,0.0110,-0.0110
370,-0.263,9.648,1.488,0.0159,0.0134,-0.0086
375,-0.292,9.619,1.469,0.0134,0.0073,-0.0159
380,-0.416,9.686,1.503,0.0110,0.0061,-0.0159
385,-0.488,9.729,1.469,0.0134,0.0061,-0.0086
390,-0.349,9.768,1.469,0.0110,0.0110,-0.0012
395,-0.378,9.543,1.512,0.0147,0.0049,-0.0061
400,-0.282,9.567,1.646,0.0110,0.0086,-0.0086
405,-0.421,9.710,1.603,0.0110,0.0000,0.0000
410,-0.254,9.605,1.565,0.0147,0.0012,0.0000
415,-0.636,9.624,1.507,0.0122,0.0037,-0.0012
420,-0.349,9.614,1.637,0.0147,0.0049,0.0147
425,-0.019,9.811,1.407,0.0171,0.0086,0.0073
430,-0.368,9.672,1.393,0.0098,0.0037,-0.0147
435,-0.694,9.423,1.704,0.0134,0.0073,-0.0024
440,-0.273,9.619,1.541,0.0183,0.0134,0.0208
445,-0.187,9.634,1.306,0.0147,0.0073,0.0049
