timestamp_ms,label
2852.6,lockout
4816.8,chest
6075.0,1
6928.8,chest
7934.9,2
9250.3,chest
10413.4,3
12843.3,chest
14314.1,4
18371.5,chest
20288.3,5
21050.5,rack
