timestamp_ms,a1x,a1y,a1z,g1x,g1y,g1z
5,0.407,9.657,0.909,0.0061,0.0061,0.0012
10,0.459,9.667,0.895,0.0086,0.0061,0.0000
15,0.464,9.648,0.928,0.0098,0.0049,0.0000
20,0.450,9.648,0.914,0.0110,0.0073,0.0012
25,0.421,9.662,0.900,0.0098,0.0037,0.0024
30,0.431,9.662,0.938,0.0098,0.0049,0.0012
35,0.440,9.653,0.885,0.0098,0.0061,0.0012
40,0.474,9.624,0.895,0.0110,0.0037,0.0012
45,0.450,9.677,0.890,0.0086,0.0061,0.0012
50,0.455,9.653,0.900,0.0073,0.0049,0.0000
55,0.464,9.634,0.890,0.0098,0.0061,0.0012
60,0.464,9.653,0.904,0.0086,0.0049,0.0000
65,0.426,9.662,0.924,0.0086,0.0049,0.0000
70,0.445,9.619,0.924,0.0073,0.0086,0.0012
75,0.440,9.667,0.909,0.0086,0.0061,0.0000
80,0.445,9.643,0.904,0.0098,0.0073,0.0000
85,0.392,9.672,0.914,0.0110,0.0049,0.0012
90,0.426,9.643,0.933,0.0098,0.0049,0.0012
95,0.431,9.619,0.895,0.0110,0.0061,0.0012
100,0.421,9.634,0.919,0.0098,0.0049,0.0012
105,0.455,9.653,0.919,0.0122,0.0049,0.0024
110,0.445,9.677,0.904,0.0147,0.0037,0.0024
115,0.435,9.657,0.885,0.0110,0.0061,0.0000
120,0.426,9.667,0.924,0.0122,0.0049,0.0012
125,0.483,9.638,0.904,0.0110,0.0049,0.0000
130,0.450,9.672,0.876,0.0073,0.0073,0.0000
135,0.426,9.667,0.914,0.0098,0.0061,0.0012
140,0.459,9.662,0.928,0.0086,0.0073,0.0000
145,0.459,9.643,0.890,0.0073,0.0073,0.0000
150,0.440,9.643,0.904,0.0061,0.0061,0.0012
155,0.431,9.643,0.919,0.0086,0.0061,-0.0012
160,0.450,9.638,0.919,0.0073,0.0073,0.0012
165,0.469,9.653,0.919,0.0098,0.0061,0.0012
170,0.450,9.657,0.938,0.0086,0.0061,0.0012
175,0.450,9.653,0.924,0.0110,0.0049,0.0012
180,0.435,9.653,0.938,0.0110,0.0061,0.0000
185,0.455,9.653,0.928,0.0110,0.0061,0.0012
190,0.435,9.638,0.914,0.0086,0.0049,0.0000
195,0.464,9.634,0.900,0.0098,0.0049,0.0000
200,0.469,9.657,0.924,0.0098,0.0061,0.0000
205,0.421,9.662,0.890,0.0098,0.0049,0.0012
210,0.435,9.653,0.928,0.0086,0.0049,0.0012
215,0.455,9.672,0.948,0.0086,0.0049,0.0000
220,0.440,9.657,0.924,0.0098,0.0061,0.0012
225,0.450,9.677,0.919,0.0098,0.0061,0.0012
230,0.459,9.624,0.909,0.0086,0.0049,0.0000
235,0.445,9.648,0.933,0.0073,0.0061,0.0012
240,0.431,9.662,0.952,0.0098,0.0086,0.0000
245,0.455,9.648,0.924,0.0061,0.0061,0.0012
250,0.440,9.662,0.914,0.0098,0.0061,0.0012
255,0.440,9.643,0.909,0.0098,0.0061,0.0012
260,0.435,9.657,0.904,0.0086,0.0061,0.0000
265,0.479,9.653,0.885,0.0098,0.0049,0.0012
270,0.440,9.653,0.900,0.0110,0.0049,0.0000
275,0.440,9.648,0.924,0.0098,0.0037,0.0024
280,0.479,9.677,0.895,0.0098,0.0049,0.0000
285,0.435,9.662,0.919,0.0086,0.0049,-0.0012
290,0.431,9.677,0.904,0.0086,0.0061,0.0012
295,0.459,9.662,0.904,0.0098,0.0049,0.0012
300,0.445,9.643,0.914,0.0086,0.0037,0.0000
305,0.459,9.643,0.924,0.0098,0.0073,0.0000
310,0.435,9.653,0.914,0.0086,0.0061,0.0000
315,0.450,9.672,0.924,0.0086,0.0061,-0.0012
320,0.464,9.634,0.914,0.0110,0.0049,0.0012
325,0.440,9.634,0.924,0.0061,0.0061,-0.0012
330,0.440,9.662,0.914,0.0086,0.0061,0.0012
335,0.431,9.638,0.890,0.0098,0.0061,0.0012
340,0.459,9.657,0.885,0.0098,0.0049,0.0000
345,0.459,9.667,0.919,0.0098,0.0073,0.0000
350,0.445,9.672,0.924,0.0098,0.0073,0.0000
355,0.445,9.657,0.919,0.0110,0.0061,0.0024
360,0.412,9.681,0.928,0.0086,0.0073,-0.0012
365,0.435,9.643,0.938,0.0086,0.0049,0.0000
370,0.464,9.648,0.919,0.0098,0.0061,0.0000
375,0.426,9.643,0.928,0.0086,0.0049,0.0012
380,0.431,9.648,0.928,0.0098,0.0049,0.0012
385,0.450,9.657,0.933,0.0073,0.0086,0.0000
390,0.459,9.629,0.924,0.0086,0.0061,0.0012
395,0.440,9.657,0.904,0.0086,0.0061,0.0012
400,0.431,9.648,0.928,0.0122,0.0073,0.0000
405,0.426,9.653,0.904,0.0098,0.0061,0.0012
410,0.464,9.662,0.933,0.0098,0.0073,0.0012
415,0.450,9.648,0.919,0.0110,0.0049,-0.0012
420,0.421,9.662,0.919,0.0098,0.0061,0.0000
425,0.464,9.662,0.909,0.0086,0.0061,0.0024
430,0.459,9.638,0.914,0.0073,0.0073,0.0000
435,0.459,9.662,0.919,0.0110,0.0037,0.0000
440,0.450,9.667,0.919,0.0086,0.0073,0.0012
445,0.455,9.638,0.938,0.0086,0.0073,-0.0012
450,0.435,9.643,0.924,0.0086,0.0037,0.0024
455,0.426,9.629,0.933,0.0098,0.0061,0.0000
460,0.431,9.696,0.928,0.0098,0.0061,0.0012
465,0.435,9.677,0.924,0.0122,0.0049,0.0000
470,0.450,9.672,0.909,0.0098,0.0049,0.0000
475,0.464,9.648,0.928,0.0098,0.0049,0.0012
480,0.455,9.662,0.928,0.0098,0.0061,0.0012
485,0.431,9.619,0.928,0.0086,0.0061,0.0000
490,0.459,9.657,0.919,0.0086,0.0049,0.0012
495,0.440,9.634,0.924,0.0122,0.0049,0.0000
500,0.469,9.667,0.919,0.0098,0.0049,0.0012
505,0.455,9.653,0.914,0.0098,0.0073,-0.0012
510,0.464,9.648,0.924,0.0086,0.0061,0.0000
515,0.421,9.653,0.924,0.0098,0.0049,0.0000
520,0.435,9.662,0.895,0.0073,0.0061,0.0012
525,0.450,9.653,0.914,0.0098,0.0061,0.0012
530,0.445,9.662,0.900,0.0098,0.0049,-0.0012
535,0.450,9.638,0.924,0.0061,0.0061,0.0000
540,0.459,9.629,0.948,0.0098,0.0049,0.0000
545,0.455,9.662,0.904,0.0073,0.0061,0.0000
550,0.455,9.634,0.938,0.0098,0.0061,0.0012
555,0.435,9.672,0.924,0.0098,0.0049,0.0012
560,0.435,9.662,0.933,0.0110,0.0049,0.0000
565,0.450,9.657,0.904,0.0086,0.0049,0.0012
570,0.440,9.643,0.933,0.0098,0.0049,0.0000
575,0.445,9.667,0.924,0.0110,0.0061,0.0000
580,0.445,9.705,0.900,0.0098,0.0073,0.0000
585,0.450,9.653,0.914,0.0098,0.0049,0.0000
590,0.431,9.662,0.924,0.0061,0.0061,0.0000
595,0.459,9.653,0.914,0.0073,0.0061,0.0024
600,0.450,9.662,0.904,0.0086,0.0073,0.0012
605,0.469,9.686,0.914,0.0086,0.0049,0.0012
610,0.431,9.638,0.909,0.0098,0.0049,0.0012
615,0.407,9.643,0.943,0.0086,0.0049,0.0000
620,0.464,9.643,0.933,0.0086,0.0049,0.0012
625,0.459,9.638,0.919,0.0086,0.0061,0.0012
630,0.450,9.653,0.919,0.0098,0.0073,0.0000
635,0.445,9.662,0.895,0.0098,0.0049,0.0012
640,0.474,9.619,0.924,0.0086,0.0061,0.0012
645,0.440,9.629,0.943,0.0122,0.0037,0.0000
650,0.455,9.662,0.933,0.0098,0.0061,0.0000
655,0.464,9.672,0.909,0.0110,0.0061,0.0012
660,0.440,9.657,0.909,0.0098,0.0061,0.0012
665,0.459,9.657,0.933,0.0086,0.0049,0.0000
670,0.455,9.653,0.928,0.0086,0.0049,0.0000
675,0.435,9.653,0.909,0.0073,0.0061,0.0012
680,0.469,9.667,0.919,0.0073,0.0061,0.0012
685,0.431,9.643,0.924,0.0086,0.0073,0.0012
690,0.440,9.638,0.904,0.0086,0.0049,0.0000
695,0.421,9.662,0.904,0.0086,0.0049,0.0012
700,0.431,9.681,0.933,0.0098,0.0049,0.0012
705,0.445,9.634,0.904,0.0098,0.0049,0.0012
710,0.474,9.648,0.919,0.0086,0.0037,0.0024
715,0.445,9.653,0.909,0.0098,0.0049,0.0012
720,0.455,9.686,0.895,0.0086,0.0049,0.0012
725,0.421,9.667,0.928,0.0110,0.0061,0.0024
730,0.459,9.667,0.924,0.0110,0.0073,-0.0012
735,0.455,9.667,0.895,0.0073,0.0086,0.0024
740,0.450,9.638,0.900,0.0086,0.0061,0.0000
745,0.450,9.653,0.919,0.0073,0.0049,0.0000
750,0.469,9.672,0.914,0.0073,0.0073,0.0012
755,0.474,9.653,0.919,0.0073,0.0073,-0.0012
760,0.435,9.614,0.890,0.0073,0.0073,0.0000
765,0.464,9.638,0.924,0.0086,0.0061,0.0000
770,0.445,9.662,0.919,0.0098,0.0061,0.0000
775,0.431,9.672,0.933,0.0098,0.0061,0.0012
780,0.450,9.648,0.919,0.0098,0.0061,0.0012
785,0.445,9.672,0.924,0.0086,0.0061,0.0012
790,0.431,9.667,0.885,0.0110,0.0049,0.0012
795,0.459,9.686,0.943,0.0086,0.0049,0.0012
800,0.459,9.629,0.952,0.0110,0.0073,0.0012
805,0.450,9.657,0.919,0.0098,0.0049,0.0012
810,0.402,9.677,0.914,0.0110,0.0073,0.0012
815,0.455,9.643,0.924,0.0098,0.0073,0.0012
820,0.479,9.686,0.909,0.0098,0.0061,0.0012
825,0.455,9.691,0.933,0.0086,0.0061,-0.0012
830,0.440,9.667,0.890,0.0098,0.0073,0.0012
835,0.450,9.653,0.900,0.0086,0.0049,0.0000
840,0.435,9.667,0.924,0.0073,0.0061,0.0012
845,0.416,9.638,0.909,0.0086,0.0049,0.0000
850,0.431,9.614,0.933,0.0086,0.0049,0.0012
855,0.455,9.662,0.924,0.0098,0.0061,-0.0012
860,0.435,9.648,0.948,0.0110,0.0061,0.0000
865,0.392,9.653,0.914,0.0098,0.0049,0.0012
870,0.440,9.653,0.933,0.0098,0.0061,0.0012
875,0.426,9.672,0.885,0.0086,0.0061,0.0012
880,0.469,9.657,0.900,0.0110,0.0061,0.0012
885,0.445,9.634,0.928,0.0110,0.0061,0.0000
890,0.450,9.634,0.924,0.0098,0.0049,0.0000
895,0.431,9.672,0.890,0.0122,0.0037,0.0012
900,0.450,9.662,0.904,0.0073,0.0073,0.0012
905,0.445,9.681,0.919,0.0086,0.0049,0.0000
910,0.445,9.677,0.909,0.0073,0.0086,0.0000
915,0.435,9.691,0.909,0.0073,0.0037,0.0000
920,0.431,9.662,0.928,0.0073,0.0061,0.0000
925,0.450,9.672,0.914,0.0073,0.0049,0.0000
930,0.455,9.624,0.928,0.0098,0.0061,0.0000
935,0.402,9.672,0.924,0.0098,0.0049,0.0000
940,0.421,9.614,0.914,0.0073,0.0061,0.0012
945,0.459,9.677,0.900,0.0086,0.0049,0.0000
950,0.455,9.677,0.904,0.0098,0.0061,0.0012
955,0.464,9.638,0.924,0.0110,0.0061,0.0012
960,0.431,9.657,0.919,0.0098,0.0049,0.0012
965,0.450,9.648,0.924,0.0110,0.0049,0.0012
970,0.440,9.686,0.904,0.0110,0.0061,0.0000
975,0.474,9.653,0.904,0.0098,0.0061,0.0000
980,0.459,9.648,0.928,0.0098,0.0061,0.0024
985,0.421,9.662,0.904,0.0086,0.0049,0.0000
990,0.440,9.672,0.924,0.0098,0.0037,0.0000
995,0.421,9.662,0.890,0.0086,0.0061,0.0012
1000,0.450,9.653,0.928,0.0098,0.0061,0.0012
1005,0.416,9.648,0.919,0.0086,0.0061,0.0000
1010,0.440,9.643,0.909,0.0073,0.0073,-0.0012
1015,0.440,9.657,0.924,0.0098,0.0049,0.0000
1020,0.474,9.634,0.924,0.0110,0.0049,0.0000
1025,0.421,9.677,0.919,0.0086,0.0061,0.0000
1030,0.450,9.653,0.919,0.0122,0.0037,0.0000
1035,0.435,9.653,0.914,0.0098,0.0061,0.0012
1040,0.459,9.662,0.933,0.0086,0.0073,0.0012
1045,0.412,9.648,0.900,0.0098,0.0061,0.0012
1050,0.435,9.653,0.890,0.0110,0.0061,-0.0012
1055,0.450,9.657,0.895,0.0073,0.0073,0.0000
1060,0.435,9.643,0.928,0.0086,0.0061,0.0000
1065,0.469,9.662,0.904,0.0086,0.0061,0.0012
1070,0.426,9.667,0.914,0.0086,0.0049,0.0000
1075,0.440,9.643,0.904,0.0086,0.0061,0.0000
1080,0.455,9.667,0.933,0.0086,0.0073,0.0012
1085,0.464,9.624,0.895,0.0073,0.0049,0.0000
1090,0.412,9.638,0.933,0.0098,0.0049,0.0000
1095,0.488,9.672,0.928,0.0098,0.0049,0.0012
1100,0.402,9.672,0.909,0.0098,0.0061,0.0012
1105,0.455,9.715,0.919,0.0098,0.0061,0.0012
1110,0.459,9.657,0.914,0.0110,0.0049,0.0012
1115,0.459,9.672,0.933,0.0122,0.0061,0.0000
1120,0.474,9.667,0.914,0.0098,0.0061,0.0012
1125,0.483,9.643,0.943,0.0110,0.0061,0.0000
1130,0.450,9.681,0.895,0.0110,0.0061,0.0012
1135,0.455,9.667,0.914,0.0073,0.0061,-0.0012
1140,0.459,9.629,0.928,0.0073,0.0061,0.0000
1145,0.426,9.662,0.924,0.0073,0.0061,0.0000
1150,0.464,9.624,0.919,0.0073,0.0061,-0.0012
1155,0.474,9.638,0.928,0.0098,0.0049,0.0012
1160,0.435,9.648,0.933,0.0073,0.0073,0.0012
1165,0.435,9.657,0.900,0.0086,0.0061,0.0012
1170,0.459,9.667,0.881,0.0098,0.0061,0.0024
1175,0.421,9.653,0.933,0.0098,0.0061,0.0000
1180,0.474,9.662,0.919,0.0110,0.0073,0.0012
1185,0.464,9.667,0.919,0.0110,0.0061,0.0012
1190,0.445,9.643,0.924,0.0086,0.0061,0.0012
1195,0.445,9.667,0.885,0.0098,0.0073,0.0012
1200,0.426,9.672,0.895,0.0110,0.0061,0.0000
1205,0.421,9.672,0.924,0.0086,0.0061,0.0000
1210,0.450,9.648,0.909,0.0098,0.0061,0.0000
1215,0.421,9.672,0.928,0.0061,0.0061,0.0012
1220,0.469,9.638,0.938,0.0098,0.0061,0.0012
1225,0.407,9.701,0.914,0.0098,0.0049,0.0012
1230,0.431,9.648,0.904,0.0086,0.0073,0.0012
1235,0.455,9.696,0.948,0.0098,0.0049,0.0012
1240,0.445,9.638,0.919,0.0098,0.0049,0.0012
1245,0.440,9.657,0.919,0.0098,0.0049,0.0000
1250,0.431,9.638,0.919,0.0098,0.0037,0.0012
1255,0.450,9.643,0.928,0.0110,0.0073,0.0000
1260,0.440,9.672,0.928,0.0086,0.0061,0.0012
1265,0.464,9.657,0.933,0.0086,0.0073,0.0012
1270,0.445,9.667,0.928,0.0110,0.0061,0.0000
1275,0.464,9.657,0.909,0.0098,0.0061,0.0000
1280,0.445,9.677,0.900,0.0110,0.0061,0.0012
1285,0.459,9.686,0.890,0.0073,0.0061,0.0012
1290,0.407,9.657,0.943,0.0098,0.0049,0.0000
1295,0.426,9.657,0.890,0.0098,0.0049,0.0000
1300,0.421,9.662,0.924,0.0086,0.0049,0.0000
1305,0.450,9.648,0.928,0.0073,0.0061,0.0012
1310,0.445,9.648,0.914,0.0073,0.0049,0.0012
1315,0.493,9.672,0.924,0.0086,0.0073,0.0000
1320,0.450,9.629,0.914,0.0086,0.0061,0.0000
1325,0.421,9.653,0.909,0.0086,0.0061,0.0000
1330,0.479,9.667,0.909,0.0110,0.0049,0.0012
1335,0.445,9.643,0.919,0.0073,0.0061,0.0000
1340,0.469,9.643,0.928,0.0098,0.0073,0.0012
1345,0.455,9.657,0.914,0.0098,0.0061,0.0012
1350,0.450,9.667,0.928,0.0110,0.0049,0.0012
1355,0.435,9.657,0.914,0.0073,0.0086,0.0012
1360,0.479,9.657,0.928,0.0122,0.0037,0.0000
1365,0.435,9.667,0.904,0.0110,0.0061,0.0012
1370,0.464,9.677,0.924,0.0110,0.0061,-0.0012
1375,0.450,9.648,0.890,0.0086,0.0049,0.0012
1380,0.435,9.662,0.890,0.0086,0.0049,0.0000
1385,0.450,9.638,0.914,0.0061,0.0061,0.0000
1390,0.483,9.653,0.924,0.0073,0.0061,0.0000
1395,0.440,9.648,0.914,0.0086,0.0049,0.0000
1400,0.421,9.619,0.895,0.0086,0.0049,0.0000
1405,0.435,9.643,0.924,0.0086,0.0073,0.0000
1410,0.431,9.643,0.919,0.0122,0.0049,0.0012
1415,0.421,9.638,0.904,0.0086,0.0049,0.0000
1420,0.440,9.677,0.919,0.0098,0.0073,0.0012
1425,0.474,9.643,0.924,0.0110,0.0037,0.0012
1430,0.416,9.634,0.928,0.0098,0.0061,0.0012
1435,0.421,9.662,0.919,0.0098,0.0061,0.0012
1440,0.416,9.672,0.890,0.0110,0.0037,0.0012
1445,0.440,9.667,0.924,0.0086,0.0061,0.0000
1450,0.435,9.634,0.948,0.0086,0.0049,0.0000
1455,0.407,9.653,0.904,0.0086,0.0037,0.0000
1460,0.455,9.653,0.924,0.0086,0.0061,0.0012
1465,0.435,9.653,0.924,0.0086,0.0037,0.0012
1470,0.455,9.648,0.943,0.0061,0.0049,0.0012
1475,0.435,9.634,0.952,0.0098,0.0049,0.0024
1480,0.450,9.653,0.933,0.0086,0.0073,0.0012
1485,0.435,9.643,0.924,0.0110,0.0049,0.0012
1490,0.474,9.662,0.904,0.0098,0.0061,0.0024
1495,0.455,9.643,0.904,0.0110,0.0073,0.0012
1500,0.455,9.657,0.928,0.0086,0.0061,0.0012
1505,0.392,9.677,0.904,0.0086,0.0061,0.0012
1510,0.445,9.648,0.924,0.0110,0.0049,0.0012
1515,0.440,9.672,0.919,0.0110,0.0049,0.0012
1520,0.464,9.667,0.948,0.0073,0.0061,0.0024
1525,0.435,9.653,0.876,0.0098,0.0061,0.0012
1530,0.435,9.662,0.914,0.0086,0.0061,0.0012
1535,0.450,9.643,0.890,0.0098,0.0061,0.0000
1540,0.450,9.648,0.924,0.0073,0.0061,0.0012
1545,0.502,9.638,0.885,0.0073,0.0049,0.0012
1550,0.431,9.662,0.909,0.0073,0.0049,0.0000
1555,0.440,9.667,0.904,0.0086,0.0073,0.0000
1560,0.445,9.643,0.895,0.0086,0.0073,0.0000
1565,0.435,9.653,0.924,0.0073,0.0061,0.0024
1570,0.416,9.667,0.928,0.0110,0.0061,0.0012
1575,0.402,9.662,0.919,0.0086,0.0061,0.0000
1580,0.440,9.672,0.909,0.0110,0.0049,0.0000
1585,0.455,9.701,0.943,0.0098,0.0037,0.0000
1590,0.459,9.672,0.919,0.0098,0.0049,0.0000
1595,0.431,9.667,0.938,0.0110,0.0049,0.0012
1600,0.450,9.677,0.909,0.0110,0.0061,0.0000
1605,0.440,9.662,0.909,0.0086,0.0049,0.0012
1610,0.440,9.643,0.904,0.0098,0.0037,0.0000
1615,0.469,9.667,0.895,0.0086,0.0049,0.0000
1620,0.450,9.696,0.914,0.0098,0.0073,0.0000
1625,0.455,9.643,0.909,0.0086,0.0049,0.0012
1630,0.435,9.643,0.928,0.0073,0.0061,0.0012
1635,0.435,9.643,0.919,0.0061,0.0061,0.0000
1640,0.479,9.662,0.919,0.0086,0.0061,0.0012
1645,0.459,9.657,0.952,0.0110,0.0086,0.0012
1650,0.469,9.657,0.933,0.0086,0.0073,0.0000
1655,0.435,9.634,0.938,0.0098,0.0073,0.0012
1660,0.455,9.662,0.924,0.0122,0.0061,0.0000
1665,0.450,9.657,0.919,0.0098,0.0049,0.0000
1670,0.450,9.638,0.914,0.0110,0.0049,0.0024
1675,0.445,9.638,0.933,0.0110,0.0037,0.0012
1680,0.440,9.667,0.909,0.0098,0.0049,0.0012
1685,0.440,9.662,0.919,0.0098,0.0061,0.0000
1690,0.440,9.657,0.909,0.0086,0.0049,0.0012
1695,0.474,9.701,0.928,0.0110,0.0049,0.0012
1700,0.421,9.681,0.924,0.0086,0.0073,0.0012
1705,0.450,9.662,0.919,0.0073,0.0061,0.0012
1710,0.435,9.638,0.933,0.0086,0.0049,0.0012
1715,0.421,9.638,0.900,0.0098,0.0049,0.0012
1720,0.455,9.667,0.914,0.0086,0.0049,0.0012
1725,0.455,9.643,0.904,0.0098,0.0061,0.0000
1730,0.426,9.653,0.914,0.0086,0.0061,0.0012
1735,0.455,9.657,0.919,0.0098,0.0037,0.0000
1740,0.464,9.657,0.928,0.0122,0.0061,0.0000
1745,0.445,9.648,0.919,0.0110,0.0049,0.0012
1750,0.450,9.638,0.904,0.0110,0.0037,0.0012
1755,0.450,9.657,0.909,0.0110,0.0049,0.0012
1760,0.440,9.677,0.919,0.0073,0.0049,0.0012
1765,0.412,9.657,0.914,0.0098,0.0061,0.0012
1770,0.455,9.648,0.890,0.0098,0.0037,0.0012
1775,0.445,9.657,0.924,0.0098,0.0073,0.0000
1780,0.464,9.653,0.928,0.0073,0.0061,0.0012
1785,0.459,9.657,0.914,0.0086,0.0061,0.0012
1790,0.450,9.629,0.928,0.0086,0.0073,0.0000
1795,0.464,9.634,0.914,0.0086,0.0061,0.0012
1800,0.464,9.648,0.938,0.0098,0.0061,-0.0012
1805,0.440,9.686,0.919,0.0086,0.0061,0.0000
1810,0.464,9.667,0.924,0.0098,0.0086,0.0012
1815,0.445,9.677,0.904,0.0110,0.0061,0.0000
1820,0.440,9.653,0.952,0.0098,0.0061,0.0000
1825,0.479,9.653,0.900,0.0098,0.0061,0.0000
1830,0.431,9.624,0.919,0.0110,0.0037,0.0012
1835,0.440,9.662,0.885,0.0098,0.0061,0.0012
1840,0.450,9.643,0.904,0.0110,0.0049,0.0012
1845,0.426,9.691,0.904,0.0098,0.0061,0.0000
1850,0.459,9.677,0.914,0.0098,0.0049,0.0012
1855,0.459,9.657,0.924,0.0086,0.0049,0.0012
1860,0.459,9.657,0.900,0.0086,0.0073,0.0012
1865,0.450,9.657,0.948,0.0073,0.0061,0.0012
1870,0.459,9.662,0.933,0.0086,0.0061,0.0012
1875,0.435,9.681,0.909,0.0086,0.0049,0.0012
1880,0.455,9.653,0.909,0.0098,0.0061,0.0000
1885,0.455,9.643,0.914,0.0098,0.0061,0.0012
1890,0.450,9.643,0.909,0.0061,0.0061,0.0000
1895,0.464,9.648,0.909,0.0086,0.0049,0.0000
1900,0.431,9.653,0.904,0.0073,0.0049,0.0012
1905,0.440,9.648,0.952,0.0110,0.0061,0.0012
1910,0.435,9.657,0.928,0.0086,0.0049,0.0012
1915,0.459,9.624,0.909,0.0110,0.0037,0.0012
1920,0.474,9.667,0.909,0.0110,0.0037,0.0012
1925,0.416,9.657,0.919,0.0098,0.0037,0.0024
1930,0.421,9.643,0.924,0.0086,0.0061,0.0012
1935,0.464,9.667,0.904,0.0086,0.0049,0.0000
1940,0.440,9.681,0.919,0.0098,0.0061,0.0000
1945,0.455,9.653,0.919,0.0086,0.0049,0.0000
1950,0.450,9.657,0.909,0.0086,0.0061,0.0000
1955,0.421,9.662,0.904,0.0073,0.0061,0.0000
1960,0.431,9.634,0.924,0.0098,0.0061,0.0012
1965,0.435,9.657,0.933,0.0098,0.0061,0.0000
1970,0.402,9.643,0.924,0.0086,0.0049,0.0012
1975,0.479,9.677,0.900,0.0086,0.0073,0.0012
1980,0.464,9.672,0.938,0.0098,0.0061,0.0012
1985,0.440,9.638,0.933,0.0086,0.0049,0.0024
