timestamp_ms,a1x,a1y,a1z,g1x,g1y,g1z
5,0.665,9.590,1.206,0.0098,0.0000,0.0147
10,0.703,9.562,1.172,0.0134,-0.0024,0.0183
15,0.766,9.552,1.168,0.0134,-0.0012,0.0171
20,0.732,9.600,1.187,0.0147,0.0000,0.0122
25,0.680,9.605,1.144,0.0195,0.0024,0.0134
30,0.703,9.586,1.115,0.0208,0.0037,0.0159
35,0.766,9.638,1.115,0.0171,0.0061,0.0147
40,0.723,9.629,1.120,0.0159,0.0073,0.0134
45,0.699,9.648,1.110,0.0122,0.0086,0.0110
50,0.723,9.662,1.129,0.0086,0.0073,0.0110
55,0.703,9.629,1.187,0.0049,0.0098,0.0098
60,0.675,9.629,1.163,0.0037,0.0073,0.0110
65,0.684,9.643,1.201,0.0024,0.0049,0.0134
70,0.727,9.624,1.206,0.0012,0.0012,0.0147
75,0.708,9.610,1.216,0.0000,0.0012,0.0171
80,0.727,9.610,1.239,0.0000,0.0000,0.0171
85,0.723,9.576,1.230,0.0024,-0.0012,0.0171
90,0.737,9.590,1.225,0.0049,-0.0024,0.0208
95,0.751,9.567,1.259,0.0098,-0.0024,0.0195
100,0.833,9.595,1.216,0.0098,-0.0012,0.0183
105,0.823,9.590,1.211,0.0147,-0.0024,0.0134
110,0.790,9.571,1.187,0.0159,0.0000,0.0073
115,0.766,9.600,1.182,0.0183,0.0037,0.0061
120,0.761,9.586,1.129,0.0171,0.0061,0.0049
125,0.756,9.624,1.158,0.0183,0.0061,0.0037
130,0.747,9.629,1.129,0.0159,0.0073,0.0012
135,0.751,9.629,1.163,0.0122,0.0098,0.0000
140,0.684,9.614,1.168,0.0134,0.0098,-0.0024
145,0.641,9.619,1.153,0.0122,0.0086,-0.0024
150,0.665,9.614,1.144,0.0110,0.0086,0.0000
155,0.689,9.634,1.168,0.0073,0.0073,0.0024
160,0.708,9.638,1.129,0.0073,0.0037,0.0037
165,0.727,9.629,1.177,0.0061,0.0024,0.0000
170,0.742,9.614,1.172,0.0037,0.0024,0.0000
175,0.747,9.634,1.201,0.0061,0.0000,0.0000
180,0.727,9.605,1.196,0.0049,0.0000,-0.0012
185,0.790,9.600,1.225,0.0073,0.0000,0.0000
190,0.837,9.586,1.206,0.0049,0.0000,-0.0024
195,0.799,9.562,1.235,0.0061,0.0012,-0.0061
200,0.742,9.586,1.230,0.0122,0.0024,-0.0098
205,0.742,9.562,1.230,0.0159,0.0024,-0.0110
210,0.699,9.576,1.244,0.0147,0.0049,-0.0086
