timestamp_ms,a1x,a1y,a1z,g1x,g1y,g1z
5,-0.330,9.619,1.426,-0.0024,0.0122,-0.0318
10,-0.316,9.614,1.436,-0.0024,0.0147,-0.0354
15,-0.354,9.571,1.417,0.0012,0.0159,-0.0379
20,-0.354,9.581,1.393,-0.0012,0.0159,-0.0391
25,-0.368,9.590,1.440,0.0012,0.0147,-0.0415
30,-0.397,9.567,1.436,0.0073,0.0159,-0.0428
35,-0.407,9.557,1.407,0.0073,0.0159,-0.0440
40,-0.426,9.567,1.426,0.0122,0.0134,-0.0415
45,-0.402,9.600,1.417,0.0110,0.0147,-0.0415
50,-0.392,9.586,1.397,0.0147,0.0122,-0.0403
55,-0.392,9.581,1.421,0.0122,0.0110,-0.0415
60,-0.373,9.605,1.412,0.0110,0.0134,-0.0428
65,-0.388,9.614,1.397,0.0110,0.0122,-0.0428
70,-0.378,9.614,1.417,0.0073,0.0122,-0.0440
75,-0.349,9.634,1.436,0.0061,0.0122,-0.0464
80,-0.354,9.614,1.421,0.0024,0.0147,-0.0489
85,-0.416,9.614,1.436,0.0024,0.0147,-0.0476
90,-0.359,9.595,1.445,0.0012,0.0171,-0.0464
95,-0.383,9.586,1.460,-0.0012,0.0171,-0.0440
100,-0.364,9.557,1.498,0.0024,0.0147,-0.0452
105,-0.378,9.581,1.498,0.0000,0.0147,-0.0452
110,-0.407,9.581,1.493,0.0049,0.0134,-0.0452
115,-0.459,9.557,1.507,0.0061,0.0147,-0.0415
120,-0.412,9.571,1.464,0.0073,0.0147,-0.0403
125,-0.402,9.571,1.507,0.0110,0.0134,-0.0391
130,-0.426,9.600,1.507,0.0122,0.0134,-0.0354
135,-0.440,9.600,1.469,0.0134,0.0122,-0.0318
140,-0.440,9.605,1.493,0.0134,0.0110,-0.0305
145,-0.440,9.590,1.440,0.0110,0.0122,-0.0269
150,-0.450,9.619,1.436,0.0098,0.0122,-0.0257
155,-0.440,9.648,1.397,0.0086,0.0110,-0.0232
160,-0.459,9.610,1.393,0.0086,0.0098,-0.0208
165,-0.435,9.610,1.345,0.0049,0.0110,-0.0159
170,-0.450,9.619,1.335,0.0049,0.0098,-0.0122
175,-0.469,9.595,1.359,0.0024,0.0086,-0.0098
180,-0.493,9.595,1.350,0.0037,0.0073,-0.0049
185,-0.512,9.586,1.364,0.0049,0.0061,-0.0037
190,-0.479,9.571,1.378,0.0061,0.0073,0.0012
195,-0.464,9.552,1.402,0.0073,0.0037,0.0037
200,-0.474,9.581,1.421,0.0098,0.0024,0.0086
205,-0.469,9.557,1.440,0.0122,0.0024,0.0110
210,-0.435,9.610,1.445,0.0147,0.0012,0.0134
215,-0.412,9.595,1.488,0.0122,-0.0012,0.0171
220,-0.402,9.614,1.488,0.0134,0.0000,0.0208
225,-0.402,9.610,1.455,0.0134,0.0000,0.0220
230,-0.412,9.610,1.484,0.0110,0.0012,0.0232
235,-0.426,9.605,1.484,0.0098,0.0000,0.0257
240,-0.421,9.610,1.507,0.0086,0.0024,0.0281
245,-0.407,9.610,1.503,0.0061,0.0024,0.0318
250,-0.445,9.595,1.479,0.0037,-0.0012,0.0330
255,-0.445,9.590,1.474,0.0073,0.0012,0.0354
260,-0.440,9.586,1.474,0.0073,-0.0012,0.0379
265,-0.431,9.557,1.493,0.0086,-0.0012,0.0403
270,-0.421,9.567,1.460,0.0122,0.0000,0.0403
275,-0.407,9.581,1.445,0.0122,-0.0012,0.0415
280,-0.392,9.581,1.440,0.0134,-0.0024,0.0428
285,-0.402,9.586,1.407,0.0147,-0.0037,0.0440
290,-0.421,9.595,1.417,0.0147,-0.0024,0.0440
295,-0.416,9.614,1.407,0.0159,-0.0061,0.0464
300,-0.412,9.571,1.373,0.0147,-0.0037,0.0464
305,-0.364,9.595,1.373,0.0147,-0.0024,0.0452
311,-0.378,9.643,1.393,0.0134,-0.0037,0.0452
316,-0.373,9.605,1.407,0.0110,-0.0037,0.0440
321,-0.364,9.614,1.378,0.0098,-0.0037,0.0464
326,-0.349,9.590,1.397,0.0086,-0.0024,0.0440
331,-0.325,9.590,1.388,0.0061,-0.0037,0.0415
336,-0.335,9.581,1.412,0.0073,-0.0012,0.0403
341,-0.373,9.586,1.440,0.0073,0.0000,0.0379
346,-0.354,9.567,1.426,0.0086,-0.0012,0.0379
351,-0.345,9.581,1.431,0.0086,0.0000,0.0354
356,-0.397,9.590,1.469,0.0098,0.0000,0.0342
361,-0.388,9.595,1.450,0.0134,0.0024,0.0330
366,-0.359,9.581,1.431,0.0159,-0.0012,0.0330
371,-0.364,9.605,1.440,0.0122,0.0024,0.0342
376,-0.349,9.590,1.445,0.0134,0.0012,0.0305
381,-0.354,9.614,1.431,0.0147,0.0000,0.0257
386,-0.359,9.590,1.436,0.0134,-0.0012,0.0257
391,-0.359,9.576,1.397,0.0122,-0.0012,0.0244
396,-0.340,9.614,1.450,0.0110,0.0000,0.0220
401,-0.301,9.619,1.445,0.0073,0.0012,0.0171
406,-0.330,9.605,1.493,0.0086,0.0000,0.0134
411,-0.297,9.605,1.484,0.0061,0.0024,0.0110
416,-0.306,9.581,1.469,0.0061,0.0049,0.0073
421,-0.282,9.576,1.488,0.0037,0.0061,0.0024
426,-0.282,9.571,1.488,0.0086,0.0061,-0.0012
431,-0.301,9.562,1.474,0.0073,0.0086,-0.0037
436,-0.325,9.562,1.484,0.0110,0.0098,-0.0073
441,-0.349,9.562,1.436,0.0098,0.0086,-0.0098
446,-0.354,9.619,1.460,0.0110,0.0110,-0.0122
451,-0.349,9.590,1.407,0.0122,0.0110,-0.0159
456,-0.354,9.595,1.426,0.0147,0.0098,-0.0183
461,-0.359,9.629,1.383,0.0110,0.0098,-0.0208
466,-0.383,9.629,1.359,0.0110,0.0098,-0.0208
471,-0.345,9.600,1.350,0.0098,0.0122,-0.0244
476,-0.349,9.629,1.364,0.0086,0.0110,-0.0257
481,-0.364,9.600,1.354,0.0061,0.0110,-0.0281
486,-0.349,9.605,1.364,0.0049,0.0098,-0.0305
491,-0.364,9.605,1.378,0.0049,0.0122,-0.0318
496,-0.388,9.590,1.397,0.0024,0.0122,-0.0318
501,-0.345,9.562,1.421,0.0037,0.0122,-0.0342
506,-0.345,9.600,1.402,0.0024,0.0134,-0.0367
511,-0.345,9.576,1.484,0.0049,0.0134,-0.0379
516,-0.359,9.567,1.474,0.0061,0.0134,-0.0391
521,-0.388,9.595,1.455,0.0061,0.0134,-0.0403
526,-0.359,9.552,1.479,0.0086,0.0159,-0.0403
531,-0.407,9.567,1.493,0.0086,0.0122,-0.0379
536,-0.383,9.562,1.488,0.0098,0.0122,-0.0391
541,-0.383,9.581,1.488,0.0098,0.0110,-0.0379
546,-0.335,9.595,1.512,0.0073,0.0147,-0.0415
551,-0.373,9.605,1.474,0.0086,0.0122,-0.0428
556,-0.373,9.614,1.479,0.0061,0.0134,-0.0428
561,-0.397,9.590,1.460,0.0049,0.0134,-0.0403
566,-0.383,9.595,1.460,0.0061,0.0134,-0.0403
571,-0.412,9.610,1.460,0.0049,0.0147,-0.0391
576,-0.368,9.576,1.426,0.0037,0.0159,-0.0403
581,-0.397,9.567,1.426,0.0037,0.0147,-0.0403
586,-0.445,9.600,1.402,0.0037,0.0134,-0.0367
591,-0.435,9.586,1.393,0.0049,0.0147,-0.0354
596,-0.445,9.571,1.369,0.0073,0.0147,-0.0342
601,-0.483,9.595,1.383,0.0086,0.0122,-0.0330
606,-0.459,9.586,1.378,0.0086,0.0122,-0.0281
611,-0.455,9.610,1.393,0.0110,0.0110,-0.0257
616,-0.440,9.590,1.402,0.0110,0.0086,-0.0220
621,-0.445,9.605,1.417,0.0110,0.0073,-0.0208
626,-0.455,9.610,1.402,0.0110,0.0086,-0.0183
631,-0.440,9.586,1.450,0.0110,0.0061,-0.0159
636,-0.450,9.595,1.421,0.0086,0.0061,-0.0122
641,-0.459,9.629,1.440,0.0061,0.0061,-0.0073
646,-0.402,9.614,1.455,0.0073,0.0049,-0.0061
651,-0.388,9.624,1.450,0.0061,0.0061,-0.0049
656,-0.416,9.605,1.450,0.0061,0.0073,-0.0024
661,-0.445,9.590,1.440,0.0073,0.0086,0.0012
666,-0.412,9.576,1.464,0.0049,0.0049,0.0024
671,-0.412,9.567,1.464,0.0073,0.0061,0.0037
676,-0.421,9.567,1.488,0.0073,0.0073,0.0049
681,-0.445,9.605,1.455,0.0098,0.0073,0.0086
686,-0.450,9.552,1.460,0.0098,0.0061,0.0122
691,-0.435,9.567,1.484,0.0098,0.0049,0.0159
696,-0.459,9.610,1.450,0.0122,0.0024,0.0195
701,-0.416,9.590,1.455,0.0122,0.0012,0.0220
706,-0.431,9.614,1.455,0.0122,0.0012,0.0244
711,-0.421,9.595,1.464,0.0110,0.0024,0.0281
716,-0.435,9.581,1.460,0.0134,-0.0012,0.0305
721,-0.440,9.614,1.469,0.0122,-0.0012,0.0305
726,-0.450,9.610,1.426,0.0134,-0.0049,0.0342
731,-0.397,9.581,1.445,0.0098,-0.0012,0.0342
736,-0.392,9.610,1.421,0.0098,-0.0012,0.0354
741,-0.383,9.600,1.460,0.0073,0.0000,0.0367
746,-0.368,9.590,1.431,0.0098,-0.0012,0.0379
751,-0.373,9.567,1.417,0.0073,-0.0012,0.0379
756,-0.383,9.581,1.402,0.0073,0.0000,0.0379
761,-0.392,9.576,1.450,0.0110,0.0000,0.0367
766,-0.397,9.605,1.431,0.0110,0.0012,0.0379
771,-0.368,9.595,1.407,0.0110,0.0012,0.0379
776,-0.368,9.605,1.393,0.0147,0.0012,0.0379
781,-0.416,9.600,1.393,0.0122,-0.0012,0.0367
786,-0.392,9.619,1.412,0.0122,-0.0012,0.0367
791,-0.421,9.614,1.383,0.0110,-0.0024,0.0403
796,-0.388,9.600,1.421,0.0110,-0.0024,0.0403
801,-0.373,9.595,1.412,0.0110,-0.0037,0.0403
806,-0.345,9.595,1.426,0.0086,-0.0037,0.0379
811,-0.373,9.605,1.426,0.0073,-0.0024,0.0367
816,-0.368,9.590,1.445,0.0086,-0.0037,0.0342
821,-0.359,9.581,1.460,0.0073,-0.0037,0.0367
826,-0.340,9.600,1.503,0.0073,-0.0024,0.0354
831,-0.354,9.586,1.507,0.0086,-0.0012,0.0305
836,-0.306,9.595,1.517,0.0098,0.0000,0.0269
841,-0.306,9.557,1.479,0.0110,0.0024,0.0269
846,-0.330,9.562,1.512,0.0110,0.0024,0.0257
851,-0.321,9.595,1.479,0.0122,0.0037,0.0232
856,-0.282,9.590,1.507,0.0122,0.0037,0.0195
861,-0.359,9.600,1.474,0.0122,0.0049,0.0171
866,-0.354,9.576,1.450,0.0110,0.0049,0.0147
871,-0.359,9.590,1.417,0.0110,0.0049,0.0134
876,-0.330,9.586,1.426,0.0110,0.0037,0.0110
881,-0.325,9.590,1.397,0.0098,0.0037,0.0086
886,-0.345,9.614,1.412,0.0086,0.0049,0.0061
891,-0.349,9.624,1.373,0.0098,0.0049,0.0037
896,-0.330,9.619,1.417,0.0061,0.0061,0.0012
901,-0.345,9.610,1.383,0.0049,0.0049,-0.0024
906,-0.345,9.571,1.383,0.0098,0.0037,-0.0049
911,-0.340,9.557,1.378,0.0086,0.0061,-0.0061
916,-0.354,9.571,1.407,0.0073,0.0073,-0.0098
921,-0.383,9.581,1.388,0.0110,0.0073,-0.0134
926,-0.345,9.586,1.402,0.0086,0.0086,-0.0159
931,-0.345,9.590,1.431,0.0073,0.0098,-0.0183
936,-0.383,9.600,1.412,0.0073,0.0098,-0.0183
941,-0.335,9.605,1.460,0.0073,0.0098,-0.0220
946,-0.388,9.614,1.431,0.0061,0.0098,-0.0220
951,-0.345,9.581,1.440,0.0086,0.0098,-0.0244
956,-0.364,9.586,1.460,0.0073,0.0086,-0.0269
961,-0.359,9.600,1.460,0.0073,0.0086,-0.0257
966,-0.349,9.600,1.460,0.0037,0.0098,-0.0257
971,-0.335,9.619,1.464,0.0049,0.0098,-0.0281
976,-0.340,9.581,1.484,0.0049,0.0110,-0.0293
981,-0.354,9.590,1.469,0.0061,0.0110,-0.0330
986,-0.335,9.567,1.479,0.0061,0.0122,-0.0330
991,-0.364,9.576,1.445,0.0061,0.0122,-0.0342
996,-0.349,9.567,1.440,0.0061,0.0122,-0.0367
1001,-0.349,9.586,1.455,0.0073,0.0159,-0.0379
1006,-0.378,9.576,1.417,0.0086,0.0134,-0.0367
1011,-0.397,9.595,1.469,0.0098,0.0134,-0.0379
1016,-0.421,9.600,1.436,0.0098,0.0134,-0.0367
1021,-0.421,9.595,1.417,0.0098,0.0159,-0.0367
1026,-0.373,9.590,1.421,0.0073,0.0134,-0.0354
1031,-0.397,9.624,1.436,0.0086,0.0110,-0.0367
1036,-0.421,9.590,1.426,0.0086,0.0134,-0.0342
1041,-0.416,9.595,1.421,0.0049,0.0110,-0.0342
1046,-0.431,9.610,1.426,0.0061,0.0110,-0.0318
1051,-0.407,9.610,1.431,0.0061,0.0098,-0.0293
1056,-0.397,9.595,1.426,0.0049,0.0073,-0.0293
1061,-0.383,9.571,1.426,0.0061,0.0098,-0.0293
1066,-0.416,9.610,1.426,0.0073,0.0110,-0.0293
1071,-0.445,9.600,1.393,0.0086,0.0122,-0.0257
1076,-0.407,9.590,1.393,0.0086,0.0110,-0.0244
1081,-0.421,9.586,1.421,0.0086,0.0110,-0.0244
1086,-0.435,9.600,1.407,0.0086,0.0122,-0.0220
1091,-0.435,9.576,1.417,0.0086,0.0110,-0.0208
1096,-0.455,9.614,1.407,0.0086,0.0110,-0.0171
1101,-0.402,9.571,1.436,0.0073,0.0098,-0.0171
1106,-0.440,9.590,1.431,0.0073,0.0098,-0.0134
1111,-0.421,9.590,1.474,0.0086,0.0061,-0.0098
1116,-0.445,9.586,1.469,0.0073,0.0073,-0.0073
1121,-0.440,9.571,1.450,0.0061,0.0061,-0.0049
1126,-0.445,9.605,1.469,0.0073,0.0049,-0.0012
1131,-0.455,9.581,1.503,0.0061,0.0037,0.0000
1136,-0.426,9.610,1.498,0.0073,0.0037,0.0049
1141,-0.450,9.576,1.488,0.0061,0.0049,0.0061
1146,-0.421,9.586,1.493,0.0086,0.0037,0.0073
1151,-0.426,9.581,1.479,0.0086,0.0037,0.0098
1156,-0.402,9.605,1.479,0.0110,0.0037,0.0122
1161,-0.388,9.595,1.464,0.0098,0.0037,0.0147
1166,-0.416,9.581,1.464,0.0086,0.0037,0.0171
1171,-0.392,9.571,1.431,0.0110,0.0037,0.0183
1176,-0.412,9.590,1.450,0.0122,0.0024,0.0208
1181,-0.397,9.619,1.421,0.0147,0.0024,0.0232
1186,-0.416,9.605,1.402,0.0122,0.0037,0.0244
1191,-0.392,9.571,1.364,0.0122,0.0012,0.0257
1196,-0.440,9.581,1.383,0.0098,0.0012,0.0281
1201,-0.459,9.576,1.421,0.0086,0.0000,0.0293
1206,-0.455,9.605,1.397,0.0110,-0.0012,0.0305
1211,-0.431,9.614,1.407,0.0086,-0.0012,0.0318
1216,-0.440,9.590,1.373,0.0086,-0.0012,0.0330
1221,-0.416,9.567,1.393,0.0086,-0.0024,0.0342
1226,-0.416,9.581,1.421,0.0098,-0.0012,0.0354
1231,-0.383,9.590,1.407,0.0098,-0.0024,0.0367
1236,-0.392,9.581,1.445,0.0086,-0.0037,0.0367
1241,-0.388,9.595,1.450,0.0122,-0.0037,0.0367
1246,-0.359,9.576,1.445,0.0110,-0.0024,0.0367
1251,-0.373,9.586,1.469,0.0098,0.0000,0.0342
1256,-0.373,9.610,1.507,0.0122,0.0000,0.0342
1261,-0.373,9.586,1.484,0.0122,0.0000,0.0354
1266,-0.349,9.576,1.464,0.0134,0.0000,0.0330
1271,-0.373,9.581,1.474,0.0098,0.0012,0.0342
1276,-0.349,9.600,1.464,0.0110,0.0000,0.0305
1281,-0.349,9.590,1.445,0.0086,0.0000,0.0293
1286,-0.378,9.595,1.450,0.0098,0.0012,0.0293
1291,-0.378,9.605,1.450,0.0098,0.0012,0.0305
1296,-0.359,9.600,1.479,0.0086,0.0012,0.0293
1301,-0.354,9.567,1.445,0.0073,0.0024,0.0257
1306,-0.349,9.610,1.445,0.0073,0.0012,0.0244
1311,-0.359,9.610,1.412,0.0122,0.0000,0.0232
1316,-0.345,9.557,1.402,0.0122,0.0024,0.0232
1321,-0.354,9.581,1.412,0.0134,0.0024,0.0220
1326,-0.349,9.600,1.445,0.0110,0.0037,0.0183
1331,-0.340,9.610,1.426,0.0098,0.0024,0.0159
1336,-0.364,9.581,1.426,0.0110,0.0037,0.0134
1341,-0.359,9.576,1.412,0.0122,0.0037,0.0122
1346,-0.345,9.576,1.393,0.0086,0.0061,0.0086
1351,-0.359,9.600,1.407,0.0122,0.0037,0.0073
1356,-0.335,9.605,1.397,0.0098,0.0037,0.0049
1361,-0.316,9.605,1.402,0.0073,0.0049,0.0024
1366,-0.354,9.586,1.421,0.0061,0.0073,0.0012
1371,-0.359,9.600,1.417,0.0061,0.0049,0.0000
1376,-0.354,9.600,1.426,0.0073,0.0049,-0.0024
1381,-0.335,9.600,1.431,0.0061,0.0073,-0.0049
1386,-0.345,9.552,1.445,0.0061,0.0061,-0.0061
1391,-0.316,9.581,1.440,0.0061,0.0061,-0.0073
1396,-0.316,9.614,1.455,0.0073,0.0073,-0.0110
1401,-0.325,9.590,1.474,0.0098,0.0073,-0.0134
1406,-0.345,9.576,1.464,0.0098,0.0073,-0.0147
1411,-0.330,9.586,1.431,0.0098,0.0086,-0.0171
1416,-0.325,9.595,1.474,0.0098,0.0098,-0.0183
1421,-0.311,9.605,1.469,0.0098,0.0110,-0.0208
1426,-0.287,9.571,1.464,0.0086,0.0122,-0.0232
1431,-0.345,9.590,1.469,0.0098,0.0110,-0.0244
1436,-0.349,9.567,1.460,0.0073,0.0110,-0.0244
1441,-0.388,9.595,1.440,0.0086,0.0098,-0.0269
1446,-0.388,9.571,1.474,0.0049,0.0122,-0.0281
1451,-0.349,9.590,1.484,0.0061,0.0110,-0.0281
1456,-0.368,9.571,1.469,0.0061,0.0110,-0.0281
1461,-0.359,9.571,1.436,0.0061,0.0110,-0.0293
1466,-0.349,9.610,1.469,0.0073,0.0110,-0.0281
1471,-0.402,9.567,1.445,0.0086,0.0122,-0.0305
1476,-0.373,9.557,1.474,0.0086,0.0122,-0.0318
1481,-0.397,9.590,1.412,0.0073,0.0110,-0.0318
1486,-0.416,9.605,1.431,0.0098,0.0134,-0.0318
1491,-0.368,9.586,1.407,0.0086,0.0122,-0.0318
1496,-0.388,9.600,1.373,0.0086,0.0122,-0.0318
1501,-0.407,9.619,1.393,0.0098,0.0122,-0.0305
1506,-0.364,9.619,1.369,0.0086,0.0134,-0.0318
1511,-0.440,9.610,1.397,0.0073,0.0110,-0.0293
1516,-0.435,9.643,1.417,0.0073,0.0110,-0.0281
1521,-0.431,9.614,1.378,0.0061,0.0110,-0.0281
1526,-0.383,9.605,1.397,0.0073,0.0086,-0.0257
1531,-0.392,9.600,1.426,0.0073,0.0110,-0.0269
1536,-0.407,9.610,1.436,0.0049,0.0098,-0.0269
1541,-0.412,9.581,1.440,0.0049,0.0110,-0.0220
1546,-0.397,9.614,1.503,0.0049,0.0110,-0.0220
1551,-0.397,9.576,1.469,0.0073,0.0086,-0.0208
1556,-0.397,9.567,1.484,0.0061,0.0098,-0.0195
1561,-0.383,9.600,1.493,0.0086,0.0086,-0.0183
1566,-0.388,9.562,1.460,0.0086,0.0086,-0.0159
1571,-0.459,9.571,1.493,0.0086,0.0098,-0.0147
1576,-0.416,9.600,1.479,0.0086,0.0098,-0.0122
1581,-0.416,9.600,1.503,0.0086,0.0086,-0.0098
1586,-0.416,9.576,1.460,0.0110,0.0086,-0.0061
1591,-0.450,9.605,1.460,0.0098,0.0086,-0.0037
1596,-0.440,9.595,1.450,0.0098,0.0073,-0.0012
1601,-0.431,9.595,1.445,0.0110,0.0073,-0.0012
1606,-0.431,9.595,1.436,0.0086,0.0061,0.0012
1611,-0.421,9.600,1.407,0.0073,0.0049,0.0049
1616,-0.416,9.614,1.412,0.0098,0.0037,0.0061
