timestamp_ms,label
5212.6,lockout
7556.6,chest
8678.9,1
9465.1,chest
10245.9,2
11176.4,chest
12004.0,3
12969.2,chest
13901.1,4
14740.0,chest
15565.8,5
16444.7,chest
17240.2,6
18111.5,chest
18949.8,7
19733.1,chest
20573.4,8
21354.7,chest
22176.7,9
22957.8,chest
23777.5,10
25765.7,rack
