timestamp_ms,label
4735.6,lockout
6533.2,chest
7567.7,1
8410.5,chest
9235.7,2
9967.8,chest
10715.1,3
11366.6,chest
12205.9,4
13060.6,chest
14997.5,5
16693.6,rack
